category_id,category_name_th,category_name_en,subcategory_id,subcategory_name_th,subcategory_name_en,type_name_th,type_name_en,meta_type,tag_type_id,required,tag_name_th,tag_name_en,keywords
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายเส้นโค้ง,curve,"ลายเส้นโค้ง,ลายเส้นค้ง,ดีไซน์เส้นโค้ง,curve pettern,curve design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,สีเดียว,Single Color,"สีเดียว,ลายสีเดียว,ดีไซน์สีเดียว,single color pattern,single color design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,พื้นผิวมีลาย,Texture,"พื้นผิวมีลวดลาย,texture"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายเนื้อผ้า,fabric-texture,"ลายเนื้อผ้า,ดีไซน์ลายผ้า,fabric-texture pattern,fabric-texture design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายหนัง,leather-texture,"ลายหนัง,ดีไซน์ลายหนัง,leather texture pattern,leather texture design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายหิน,stone-texture,"ลายหิน,ดีไซน์ลายหิน,stone texture pattern,stone texture design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายเมทัลลิค,metallic-texture,"ลายเมทัลลิค,ดีไซน์ลายเมทัลลิค,metallic texture pattern,metallic texture design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายไม้,Wood texture,"ลายไม้,ดีไซน์ลายไม้,wood texture pattern,wood texture design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายผิวปูน,Mortar texture,"ลายผิวปูน,ดีไซน์ลายปูน,mortar texture pattern,mortar texture design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายผิวกระดาษ,Paper-texture,"ลายผิวกระดาษ,ดีไซน์ลายกระดาษ,paper texture pattern,paper texture design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายหินอ่อน,Marble texture,"ลายหินอ่อน,ดีไซน์ลายหินอ่อน,marble texture pattern,marble texture design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายไทย,Thai pattern,"ลายไทย,ดีไซน์ลายไทย,thai pattern,thai design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายธงชาติต่างๆ,National flag pattern,"ลายธงชาติต่างๆ,ดีไซน์ลายธงชาติต่างๆ,national flag pattern,national flag design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายกำมะหยี่,Velvet,"กำมะหยี่,ลายกำมะหยี่,ดีไซน์ลายกำมะหยี่,velvet pattern,velvet design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายตาราง,Grid,"ลายตาราง,ดีไซน์ตาราง,grid pattern,grid design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายดอกไม้ ใบไม้,Flower and leaf,"ลายดอกไม้,ลายใบไม้,ดีไซน์ดอกไม้,flower pattern,leaf pattern,flower design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายสาน,Wicker,"ลานสาน,ดีไซน์จักรสาน,wicker pattern,wicker design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายอิฐ,Brick pattern,"ลายอิฐ,ดีไซน์อิฐ,brick pattern,brick design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายหนังสัตว์,Animal leather pattern,"ลายหนังสัตว์,ดีไซน์หนังสัตว์,animal leather patten,animal leather design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ภาพวาด,drawing picture,"ภาพวาด,drawing pattern,picture pattern"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ตัวอักษร,Typography,"ตัวอักษร,typography pattern"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ภาพจริง ภาพถ่าย,Photo,"ภาพจริง ภาพถ่าย,photo pattern"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,การ์ตูน,Cartoon,"การ์ตูน,cartoon pattern,cartoon design,anime design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,รูปทรงสัตว์,Animal,"รูปทรงสัตว์,animal pattern,animal design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายจุด,Point,"ลายจุด,point pattern"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายสนิม,Rustic texture,"ลายสนิม,rustic texture,rustic pattern"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายเรขาคณิต,Geometry,"ลายเรขาคณิต,geometry pattern"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ภาพกราฟฟิค,Graphic,"ลายภาพกราฟฟิค,graphic pattern"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,รูปทรงผลไม้,Fruit,"รูปทรงผลไม้,fruit pattern,fruit design"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายเปอร์เซีย,Persian,"persian,เปอร์เซีย,เพอร์เซีย"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายขนสัตว์,Fur,"ลายขนสัตว์,ขนสัตว์,fur"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายหลุยส์,Louis,"louis,หลุยส์"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายหินกรวดเนื้อเรียบ,Plain Pebble,"กรวดเนื้อเรียบ,pebble,หินกรวด"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายหินกรวดเนื้อหยาบ,Rough pebble,"กรวดหยาบ,rough pebble"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายหินจิ๊กซอว์,Jigsaw Stone,"หินจิ๊กซอว์,jigsaw stone"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ลวดลาย/ดีไซน์,pattern/design,adj,7,0,ลายเยื่อธรรมชาติ,Natural Texture,"ลายเยื่อธรรมชาติ,natural texture"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,สำหรับเด็ก,For kids,"สำหรับเด็ก,for kids"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,สำหรับผู้สูงอายุ,For elderly people,"สำหรับผู้สูงอายุ,for elderly people"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,สำหรับสัตว์เลี้ยง,For pet,"สำหรับสัตว์เลี้ยง,บ้านหมา,บ้านแมว,for pet"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,สำหรับกลางแจ้ง,For outdoor,"สำหรับกลางแจ้ง,for outdoor"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,สำหรับห้องนอน,For Bed room,"สำหรับห้องนอน,for bed room"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,สำหรับห้องครัว,For kitchen,"สำหรับห้องครัว,for kitchen"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,สำหรับห้องน้ำ,For bath room,"สำหรับห้องน้ำ,for bath room"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,สำหรับห้องทำงาน,For working space,"สำหรับห้องทำงาน,for working space"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,สำหรับผู้บริหาร,For chief executive,"สำหรับผู้บริหาร,for chief executive"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,การใช้งาน,function,adj,8,0,เพื่อสุขภาพ,For health,"เพื่อสุขภาพ,for health"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ประเภทตู้เสื้อผ้า,Closet type,noun,36,1,ตู้เสื้อผ้าบานเปิด,Open closet,"ตู้เสื้อผ้าบานเปิด,open closet"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,ประเภทตู้เสื้อผ้า,Closet type,noun,36,1,ตู้เสื้อผ้าบานเลื่อน,Sliding closet,"ตู้เสื้อผ้าบานเลื่อน,sliding closet"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,ไม้จริง,Genuine wood furniture material,"ไม้จริง,genuine wood furniture material"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,ไม้อัด / MDF,MDF wood furniture material,"ไม้อัด MDF,mdf wood furniture material"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,แผ่นพาร์ติเคิล,Particle board furniture material,"แผ่นพาร์ติเคิล,particle board furniture material"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,หวาย / ไม้ไผ่,Rattan or bamboo furniture material,"หวาย ไม้ไผ่,rattan or bamboo furniture material"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,หนัง,Leather furniture material,"หนัง,leather-furniture-material"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,ผ้า,Fabric furniture material,"ผ้า,fabric furniture material"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,เหล็ก / โลหะ,Steel furniture material,"เหล็ก โลหะ,steel furniture material"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,พลาสติก,Plastic furniture material,"พลาสติก,plastic furniture material"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,กระจก,Glass furniture material,"กระจก,glass furniture material"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,79,ตู้เสื้อผ้า,Closet wardrobe,วัสดุเฟอร์นิเจอร์,Furniture material,adj,38,1,หิน,Stone furniture material,"หิน,stone"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,โมเดิร์น,Modern,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,ลอฟท์,Loft,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,อินดัสเทรียล,Industrial,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,วินเทจ,Vintage,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,ร่วมสมัย,Contemporary,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,ทรอปิคอล,Tropical,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,โอเรียนทัล,Oriental,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,รัสติค,Rustic,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,ล้ำอนาคต,Futuristic,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,คลาสสิค,Classic,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,เรโทร,Retro,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,พื้นถิ่น,Traditional,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,ลักซ์ชูรี,Luxury,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สไตล์,Style,adj,3,0,โมเดิร์น เจแปนนิส,Modern Japanese,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,การประกอบ,Assemble,adj,5,0,น็อคดาวน์,Knockdown,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,การประกอบ,Assemble,adj,5,0,บิวท์อิน,Built-in,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,การประกอบ,Assemble,adj,5,0,สำเร็จรูป,Loose,
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สีหลัก (สีพื้น),main-color,adj,6,0,สีขาว,white-color,"ขาว,สีขาว,white,white color"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สีหลัก (สีพื้น),main-color,adj,6,0,สีเทา,gray-color,"เทา,สีเทา,gray,gray color"
1,เฟอร์นิเจอร์,Loose Furniture & Built-in Furniture,103,ชั้นวางของ,Shelf,สีหลัก (สีพื้น),main-color,adj,6,0,สีดำ,black-color,"ดำ,สีดำ,black,black color"
